[I 240117 14:00:28 policy_utils:158] {
      "env": "MovieLensEnv-v0",
      "user_model_name": "DeepFM",
      "seed": 2023,
      "cuda": 6,
      "remove_recommended_ids": false,
      "draw_bar": false,
      "is_userinfo": true,
      "is_all_item_ranking": false,
      "cpu": false,
      "is_save": false,
      "use_userEmbedding": false,
      "use_pretrained_embedding": true,
      "exploration_noise": false,
      "explore_eps": 0.01,
      "need_state_norm": false,
      "freeze_emb": false,
      "reward_handle": "cat",
      "which_tracker": "avg",
      "embedding_dim": 32,
      "window_size": 3,
      "random_init": true,
      "filter_sizes": [
        2,
        3,
        4
      ],
      "num_filters": 16,
      "dropout_rate": 0.1,
      "num_heads": 1,
      "dilations": "[1, 2, 1, 2, 1, 2]",
      "buffer_size": 100000,
      "lr": 0.001,
      "epoch": 100,
      "batch_size": 1024,
      "hidden_sizes": [
        64,
        64
      ],
      "episode_per_collect": 100,
      "n_step": 3,
      "update_per_step": 0.125,
      "training_num": 100,
      "test_num": 100,
      "render": 0,
      "reward_threshold": null,
      "gamma": 0.9,
      "step_per_epoch": 100000,
      "step_per_collect": 100,
      "repeat_per_collect": 1,
      "logdir": "log",
      "read_message": "pointneg_0",
      "all_item_ranking": false,
      "is_binarize": true,
      "need_transform": true,
      "use_auxiliary": true,
      "entropy_window": [
        1,
        2
      ],
      "rating_threshold": 4,
      "yfeat": "rating",
      "leave_threshold": 75,
      "num_leave_compute": 7,
      "max_turn": 30,
      "force_length": 10,
      "top_rate": 0.8,
      "model_name": "A2C_pre",
      "vf_coef": 0.5,
      "ent_coef": 0.0,
      "max_grad_norm": null,
      "gae_lambda": 1.0,
      "rew_norm": false,
      "message": "A2C_0",
      "hostname": "server3"
    }
[I 240117 14:08:50 loggers:84] Epoch: [1], Info: [{'num_test': 100, 'len_tra': 9.45, 'R_tra': 33.31568095207214, 'ctr': '3.52547', 'CV': '0.04934', 'CV_turn': '0.20635', 'Diversity': '0.92132', 'Novelty': '5.79279', 'ifeat_feat': 0.780952380952381, 'NX_0_len_tra': 16.39, 'NX_0_R_tra': 39.57299736857414, 'NX_0_ctr': '2.41446', 'NX_0_CV': '0.07642', 'NX_0_CV_turn': '0.18426', 'NX_0_Diversity': '0.99314', 'NX_0_Novelty': '5.92923', 'NX_0_ifeat_feat': 0.7681513117754728, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 24.23541406467557, 'NX_10_ctr': '2.42354', 'NX_10_CV': '0.05364', 'NX_10_CV_turn': '0.21200', 'NX_10_Diversity': '0.99341', 'NX_10_Novelty': '5.76147', 'NX_10_ifeat_feat': 0.775}]
[I 240117 18:33:27 loggers:84] Epoch: [55], Info: [{'num_test': 100, 'len_tra': 16.56, 'R_tra': 58.49201470851898, 'ctr': '3.53213', 'CV': '0.02733', 'CV_turn': '0.06522', 'Diversity': '0.94315', 'Novelty': '6.37986', 'ifeat_feat': 0.8375603864734299, 'NX_0_len_tra': 29.56, 'NX_0_R_tra': 72.69765101023019, 'NX_0_ctr': '2.45933', 'NX_0_CV': '0.02859', 'NX_0_CV_turn': '0.03823', 'NX_0_Diversity': '0.99351', 'NX_0_Novelty': '6.36956', 'NX_0_ifeat_feat': 0.8322056833558863, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 24.91333271175623, 'NX_10_ctr': '2.49133', 'NX_10_CV': '0.02606', 'NX_10_CV_turn': '0.10300', 'NX_10_Diversity': '0.99353', 'NX_10_Novelty': '6.32213', 'NX_10_ifeat_feat': 0.828}]
[I 240117 18:41:32 loggers:84] Epoch: [56], Info: [{'num_test': 100, 'len_tra': 17.44, 'R_tra': 61.68157921075821, 'ctr': '3.53679', 'CV': '0.02809', 'CV_turn': '0.06365', 'Diversity': '0.94550', 'Novelty': '6.46085', 'ifeat_feat': 0.8251146788990825, 'NX_0_len_tra': 29.3, 'NX_0_R_tra': 69.4022474014759, 'NX_0_ctr': '2.36868', 'NX_0_CV': '0.02986', 'NX_0_CV_turn': '0.04027', 'NX_0_Diversity': '0.99357', 'NX_0_Novelty': '6.38144', 'NX_0_ifeat_feat': 0.816382252559727, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 22.626833814382554, 'NX_10_ctr': '2.26268', 'NX_10_CV': '0.02783', 'NX_10_CV_turn': '0.11000', 'NX_10_Diversity': '0.99356', 'NX_10_Novelty': '6.48819', 'NX_10_ifeat_feat': 0.8}]
[I 240117 18:50:06 loggers:84] Epoch: [57], Info: [{'num_test': 100, 'len_tra': 15.32, 'R_tra': 53.67097629547119, 'ctr': '3.50333', 'CV': '0.02632', 'CV_turn': '0.06789', 'Diversity': '0.95377', 'Novelty': '6.31491', 'ifeat_feat': 0.8283289817232375, 'NX_0_len_tra': 29.01, 'NX_0_R_tra': 70.70632465511561, 'NX_0_ctr': '2.43731', 'NX_0_CV': '0.03036', 'NX_0_CV_turn': '0.04137', 'NX_0_Diversity': '0.99353', 'NX_0_Novelty': '6.31190', 'NX_0_ifeat_feat': 0.8407445708376422, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 23.388845606148244, 'NX_10_ctr': '2.33888', 'NX_10_CV': '0.02707', 'NX_10_CV_turn': '0.10700', 'NX_10_Diversity': '0.99359', 'NX_10_Novelty': '6.41284', 'NX_10_ifeat_feat': 0.818}]
[I 240117 18:58:37 loggers:84] Epoch: [58], Info: [{'num_test': 100, 'len_tra': 15.9, 'R_tra': 55.76235220789909, 'ctr': '3.50707', 'CV': '0.02758', 'CV_turn': '0.06855', 'Diversity': '0.95247', 'Novelty': '6.48335', 'ifeat_feat': 0.810062893081761, 'NX_0_len_tra': 29.51, 'NX_0_R_tra': 69.79266583524644, 'NX_0_ctr': '2.36505', 'NX_0_CV': '0.03087', 'NX_0_CV_turn': '0.04134', 'NX_0_Diversity': '0.99357', 'NX_0_Novelty': '6.40173', 'NX_0_ifeat_feat': 0.8146391053880041, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 24.567783597819506, 'NX_10_ctr': '2.45678', 'NX_10_CV': '0.02632', 'NX_10_CV_turn': '0.10400', 'NX_10_Diversity': '0.99358', 'NX_10_Novelty': '6.36161', 'NX_10_ifeat_feat': 0.827}]
[I 240117 19:06:29 loggers:84] Epoch: [59], Info: [{'num_test': 100, 'len_tra': 18.33, 'R_tra': 64.08384985804558, 'ctr': '3.49612', 'CV': '0.02783', 'CV_turn': '0.06001', 'Diversity': '0.97266', 'Novelty': '6.31255', 'ifeat_feat': 0.8188761593016912, 'NX_0_len_tra': 29.46, 'NX_0_R_tra': 71.87263403952122, 'NX_0_ctr': '2.43967', 'NX_0_CV': '0.02961', 'NX_0_CV_turn': '0.03971', 'NX_0_Diversity': '0.99360', 'NX_0_Novelty': '6.28259', 'NX_0_ifeat_feat': 0.8251866938221317, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 23.939980465471745, 'NX_10_ctr': '2.39400', 'NX_10_CV': '0.02783', 'NX_10_CV_turn': '0.11000', 'NX_10_Diversity': '0.99352', 'NX_10_Novelty': '6.18316', 'NX_10_ifeat_feat': 0.818}]
[I 240117 19:14:37 loggers:84] Epoch: [60], Info: [{'num_test': 100, 'len_tra': 16.49, 'R_tra': 57.708787176609036, 'ctr': '3.49962', 'CV': '0.02809', 'CV_turn': '0.06731', 'Diversity': '0.96034', 'Novelty': '6.53592', 'ifeat_feat': 0.8259551243177683, 'NX_0_len_tra': 28.92, 'NX_0_R_tra': 69.36766673144885, 'NX_0_ctr': '2.39861', 'NX_0_CV': '0.03062', 'NX_0_CV_turn': '0.04184', 'NX_0_Diversity': '0.99353', 'NX_0_Novelty': '6.40924', 'NX_0_ifeat_feat': 0.8257261410788381, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 25.57359123542905, 'NX_10_ctr': '2.55736', 'NX_10_CV': '0.02758', 'NX_10_CV_turn': '0.10900', 'NX_10_Diversity': '0.99356', 'NX_10_Novelty': '6.51559', 'NX_10_ifeat_feat': 0.826}]
[I 240117 19:22:28 loggers:84] Epoch: [61], Info: [{'num_test': 100, 'len_tra': 15.61, 'R_tra': 55.168101462125776, 'ctr': '3.53415', 'CV': '0.02859', 'CV_turn': '0.07239', 'Diversity': '0.94656', 'Novelty': '6.33287', 'ifeat_feat': 0.8417680973734786, 'NX_0_len_tra': 29.39, 'NX_0_R_tra': 72.55101959511637, 'NX_0_ctr': '2.46856', 'NX_0_CV': '0.03062', 'NX_0_CV_turn': '0.04117', 'NX_0_Diversity': '0.99354', 'NX_0_Novelty': '6.34051', 'NX_0_ifeat_feat': 0.8356583872065328, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 24.048823424130678, 'NX_10_ctr': '2.40488', 'NX_10_CV': '0.02707', 'NX_10_CV_turn': '0.10700', 'NX_10_Diversity': '0.99359', 'NX_10_Novelty': '6.32560', 'NX_10_ifeat_feat': 0.845}]
[I 240117 19:30:46 loggers:84] Epoch: [62], Info: [{'num_test': 100, 'len_tra': 16.23, 'R_tra': 56.02557385087013, 'ctr': '3.45198', 'CV': '0.02758', 'CV_turn': '0.06716', 'Diversity': '0.95415', 'Novelty': '6.39125', 'ifeat_feat': 0.8089956869993838, 'NX_0_len_tra': 29.13, 'NX_0_R_tra': 71.37839700952172, 'NX_0_ctr': '2.45034', 'NX_0_CV': '0.02986', 'NX_0_CV_turn': '0.04051', 'NX_0_Diversity': '0.99347', 'NX_0_Novelty': '6.36632', 'NX_0_ifeat_feat': 0.8105046343975283, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 25.289420799016952, 'NX_10_ctr': '2.52894', 'NX_10_CV': '0.02707', 'NX_10_CV_turn': '0.10700', 'NX_10_Diversity': '0.99356', 'NX_10_Novelty': '6.32326', 'NX_10_ifeat_feat': 0.8}]
[I 240117 19:39:51 loggers:84] Epoch: [63], Info: [{'num_test': 100, 'len_tra': 15.99, 'R_tra': 55.79521197676659, 'ctr': '3.48938', 'CV': '0.02682', 'CV_turn': '0.06629', 'Diversity': '0.95886', 'Novelty': '6.38276', 'ifeat_feat': 0.792995622263915, 'NX_0_len_tra': 29.06, 'NX_0_R_tra': 70.84802411310375, 'NX_0_ctr': '2.43799', 'NX_0_CV': '0.02986', 'NX_0_CV_turn': '0.04061', 'NX_0_Diversity': '0.99357', 'NX_0_Novelty': '6.36886', 'NX_0_ifeat_feat': 0.7997247075017205, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 24.14052321344614, 'NX_10_ctr': '2.41405', 'NX_10_CV': '0.02783', 'NX_10_CV_turn': '0.11000', 'NX_10_Diversity': '0.99355', 'NX_10_Novelty': '6.35678', 'NX_10_ifeat_feat': 0.788}]
[I 240117 19:47:35 loggers:84] Epoch: [64], Info: [{'num_test': 100, 'len_tra': 16.77, 'R_tra': 58.612123454809186, 'ctr': '3.49506', 'CV': '0.02707', 'CV_turn': '0.06380', 'Diversity': '0.96413', 'Novelty': '6.35440', 'ifeat_feat': 0.8079904591532499, 'NX_0_len_tra': 29.17, 'NX_0_R_tra': 71.7066611134261, 'NX_0_ctr': '2.45823', 'NX_0_CV': '0.02809', 'NX_0_CV_turn': '0.03805', 'NX_0_Diversity': '0.99358', 'NX_0_Novelty': '6.41283', 'NX_0_ifeat_feat': 0.8104216660953034, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 23.544691703431308, 'NX_10_ctr': '2.35447', 'NX_10_CV': '0.02606', 'NX_10_CV_turn': '0.10300', 'NX_10_Diversity': '0.99356', 'NX_10_Novelty': '6.37442', 'NX_10_ifeat_feat': 0.788}]
[I 240117 19:56:02 loggers:84] Epoch: [65], Info: [{'num_test': 100, 'len_tra': 15.43, 'R_tra': 53.67357457876206, 'ctr': '3.47852', 'CV': '0.02707', 'CV_turn': '0.06935', 'Diversity': '0.94638', 'Novelty': '6.44070', 'ifeat_feat': 0.8269604666234608, 'NX_0_len_tra': 29.43, 'NX_0_R_tra': 73.11939435146749, 'NX_0_ctr': '2.48452', 'NX_0_CV': '0.03138', 'NX_0_CV_turn': '0.04213', 'NX_0_Diversity': '0.99357', 'NX_0_Novelty': '6.41431', 'NX_0_ifeat_feat': 0.8341828066598709, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 25.383077903985978, 'NX_10_ctr': '2.53831', 'NX_10_CV': '0.02632', 'NX_10_CV_turn': '0.10400', 'NX_10_Diversity': '0.99350', 'NX_10_Novelty': '6.43078', 'NX_10_ifeat_feat': 0.846}]
[I 240117 20:04:53 loggers:84] Epoch: [66], Info: [{'num_test': 100, 'len_tra': 18.06, 'R_tra': 62.633118178844455, 'ctr': '3.46806', 'CV': '0.02707', 'CV_turn': '0.05925', 'Diversity': '0.97164', 'Novelty': '6.50514', 'ifeat_feat': 0.813953488372093, 'NX_0_len_tra': 29.01, 'NX_0_R_tra': 70.51089439287782, 'NX_0_ctr': '2.43057', 'NX_0_CV': '0.02961', 'NX_0_CV_turn': '0.04033', 'NX_0_Diversity': '0.99350', 'NX_0_Novelty': '6.43531', 'NX_0_ifeat_feat': 0.8104102033781455, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 24.563681527376175, 'NX_10_ctr': '2.45637', 'NX_10_CV': '0.02682', 'NX_10_CV_turn': '0.10600', 'NX_10_Diversity': '0.99358', 'NX_10_Novelty': '6.43267', 'NX_10_ifeat_feat': 0.815}]
[I 240117 20:13:29 loggers:84] Epoch: [67], Info: [{'num_test': 100, 'len_tra': 16.91, 'R_tra': 58.36813284635544, 'ctr': '3.45169', 'CV': '0.02733', 'CV_turn': '0.06387', 'Diversity': '0.94608', 'Novelty': '6.30141', 'ifeat_feat': 0.8184506209343584, 'NX_0_len_tra': 29.59, 'NX_0_R_tra': 72.25877881750465, 'NX_0_ctr': '2.44200', 'NX_0_CV': '0.02910', 'NX_0_CV_turn': '0.03886', 'NX_0_Diversity': '0.99355', 'NX_0_Novelty': '6.39874', 'NX_0_ifeat_feat': 0.8252788104089219, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 24.854730108380316, 'NX_10_ctr': '2.48547', 'NX_10_CV': '0.02657', 'NX_10_CV_turn': '0.10500', 'NX_10_Diversity': '0.99359', 'NX_10_Novelty': '6.40582', 'NX_10_ifeat_feat': 0.828}]
[I 240117 20:21:36 loggers:84] Epoch: [68], Info: [{'num_test': 100, 'len_tra': 15.63, 'R_tra': 55.091757422685625, 'ctr': '3.52474', 'CV': '0.02809', 'CV_turn': '0.07102', 'Diversity': '0.94653', 'Novelty': '6.35137', 'ifeat_feat': 0.8342930262316058, 'NX_0_len_tra': 29.71, 'NX_0_R_tra': 71.91575853601098, 'NX_0_ctr': '2.42059', 'NX_0_CV': '0.02961', 'NX_0_CV_turn': '0.03938', 'NX_0_Diversity': '0.99361', 'NX_0_Novelty': '6.48285', 'NX_0_ifeat_feat': 0.8283406260518344, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 24.7522453764081, 'NX_10_ctr': '2.47522', 'NX_10_CV': '0.02657', 'NX_10_CV_turn': '0.10500', 'NX_10_Diversity': '0.99364', 'NX_10_Novelty': '6.33276', 'NX_10_ifeat_feat': 0.83}]
[I 240117 20:29:59 loggers:84] Epoch: [69], Info: [{'num_test': 100, 'len_tra': 18.12, 'R_tra': 63.11049655675888, 'ctr': '3.48292', 'CV': '0.02834', 'CV_turn': '0.06181', 'Diversity': '0.95656', 'Novelty': '6.25539', 'ifeat_feat': 0.7996688741721855, 'NX_0_len_tra': 29.66, 'NX_0_R_tra': 69.82291441395878, 'NX_0_ctr': '2.35411', 'NX_0_CV': '0.02859', 'NX_0_CV_turn': '0.03810', 'NX_0_Diversity': '0.99363', 'NX_0_Novelty': '6.33865', 'NX_0_ifeat_feat': 0.8115306810519218, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 24.430756866633892, 'NX_10_ctr': '2.44308', 'NX_10_CV': '0.02632', 'NX_10_CV_turn': '0.10400', 'NX_10_Diversity': '0.99362', 'NX_10_Novelty': '6.25749', 'NX_10_ifeat_feat': 0.826}]
[I 240117 20:37:58 loggers:84] Epoch: [70], Info: [{'num_test': 100, 'len_tra': 16.5, 'R_tra': 56.774460608959195, 'ctr': '3.44088', 'CV': '0.02733', 'CV_turn': '0.06545', 'Diversity': '0.94127', 'Novelty': '6.40502', 'ifeat_feat': 0.7818181818181819, 'NX_0_len_tra': 29.88, 'NX_0_R_tra': 69.65925567880272, 'NX_0_ctr': '2.33130', 'NX_0_CV': '0.02910', 'NX_0_CV_turn': '0.03849', 'NX_0_Diversity': '0.99359', 'NX_0_Novelty': '6.38945', 'NX_0_ifeat_feat': 0.7894912985274432, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 24.607325865477325, 'NX_10_ctr': '2.46073', 'NX_10_CV': '0.02657', 'NX_10_CV_turn': '0.10500', 'NX_10_Diversity': '0.99354', 'NX_10_Novelty': '6.45802', 'NX_10_ifeat_feat': 0.797}]
[I 240117 20:46:00 loggers:84] Epoch: [71], Info: [{'num_test': 100, 'len_tra': 16.23, 'R_tra': 57.75566661953926, 'ctr': '3.55857', 'CV': '0.02758', 'CV_turn': '0.06716', 'Diversity': '0.95832', 'Novelty': '6.25725', 'ifeat_feat': 0.8207024029574861, 'NX_0_len_tra': 29.11, 'NX_0_R_tra': 70.09772240407764, 'NX_0_ctr': '2.40803', 'NX_0_CV': '0.02910', 'NX_0_CV_turn': '0.03951', 'NX_0_Diversity': '0.99353', 'NX_0_Novelty': '6.36738', 'NX_0_ifeat_feat': 0.8155273102026795, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 24.516752622276545, 'NX_10_ctr': '2.45168', 'NX_10_CV': '0.02682', 'NX_10_CV_turn': '0.10600', 'NX_10_Diversity': '0.99362', 'NX_10_Novelty': '6.39849', 'NX_10_ifeat_feat': 0.82}]
[I 240117 20:54:23 loggers:84] Epoch: [72], Info: [{'num_test': 100, 'len_tra': 15.07, 'R_tra': 53.02204395055771, 'ctr': '3.51838', 'CV': '0.02682', 'CV_turn': '0.07034', 'Diversity': '0.95855', 'Novelty': '6.37460', 'ifeat_feat': 0.7956204379562044, 'NX_0_len_tra': 29.14, 'NX_0_R_tra': 71.41409983098507, 'NX_0_ctr': '2.45072', 'NX_0_CV': '0.02859', 'NX_0_CV_turn': '0.03878', 'NX_0_Diversity': '0.99353', 'NX_0_Novelty': '6.39608', 'NX_0_ifeat_feat': 0.8102264927934111, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 23.97332768589258, 'NX_10_ctr': '2.39733', 'NX_10_CV': '0.02657', 'NX_10_CV_turn': '0.10500', 'NX_10_Diversity': '0.99360', 'NX_10_Novelty': '6.34078', 'NX_10_ifeat_feat': 0.81}]
[I 240117 21:02:27 loggers:84] Epoch: [73], Info: [{'num_test': 100, 'len_tra': 16.16, 'R_tra': 56.83404431700706, 'ctr': '3.51696', 'CV': '0.02707', 'CV_turn': '0.06621', 'Diversity': '0.96309', 'Novelty': '6.30646', 'ifeat_feat': 0.7728960396039604, 'NX_0_len_tra': 28.74, 'NX_0_R_tra': 69.37778617098928, 'NX_0_ctr': '2.41398', 'NX_0_CV': '0.02809', 'NX_0_CV_turn': '0.03862', 'NX_0_Diversity': '0.99353', 'NX_0_Novelty': '6.37496', 'NX_0_ifeat_feat': 0.8044537230340988, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 25.015804270505907, 'NX_10_ctr': '2.50158', 'NX_10_CV': '0.02632', 'NX_10_CV_turn': '0.10400', 'NX_10_Diversity': '0.99355', 'NX_10_Novelty': '6.24942', 'NX_10_ifeat_feat': 0.781}]
[I 240117 21:10:20 loggers:84] Epoch: [74], Info: [{'num_test': 100, 'len_tra': 15.62, 'R_tra': 55.80500251889229, 'ctr': '3.57266', 'CV': '0.02707', 'CV_turn': '0.06850', 'Diversity': '0.93987', 'Novelty': '6.34300', 'ifeat_feat': 0.8258642765685019, 'NX_0_len_tra': 29.17, 'NX_0_R_tra': 69.72512509152293, 'NX_0_ctr': '2.39030', 'NX_0_CV': '0.02885', 'NX_0_CV_turn': '0.03908', 'NX_0_Diversity': '0.99359', 'NX_0_Novelty': '6.39909', 'NX_0_ifeat_feat': 0.8189921151868358, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 24.011239859759808, 'NX_10_ctr': '2.40112', 'NX_10_CV': '0.02657', 'NX_10_CV_turn': '0.10500', 'NX_10_Diversity': '0.99370', 'NX_10_Novelty': '6.36511', 'NX_10_ifeat_feat': 0.817}]
[I 240117 21:18:33 loggers:84] Epoch: [75], Info: [{'num_test': 100, 'len_tra': 13.93, 'R_tra': 47.88078283071518, 'ctr': '3.43724', 'CV': '0.02632', 'CV_turn': '0.07466', 'Diversity': '0.93773', 'Novelty': '6.38132', 'ifeat_feat': 0.8047379755922469, 'NX_0_len_tra': 29.44, 'NX_0_R_tra': 72.97451796449721, 'NX_0_ctr': '2.47875', 'NX_0_CV': '0.02961', 'NX_0_CV_turn': '0.03974', 'NX_0_Diversity': '0.99359', 'NX_0_Novelty': '6.41908', 'NX_0_ifeat_feat': 0.8029891304347826, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 24.859345612972973, 'NX_10_ctr': '2.48593', 'NX_10_CV': '0.02657', 'NX_10_CV_turn': '0.10500', 'NX_10_Diversity': '0.99358', 'NX_10_Novelty': '6.41612', 'NX_10_ifeat_feat': 0.812}]
[I 240117 21:26:44 loggers:84] Epoch: [76], Info: [{'num_test': 100, 'len_tra': 16.68, 'R_tra': 58.11592025518417, 'ctr': '3.48417', 'CV': '0.02733', 'CV_turn': '0.06475', 'Diversity': '0.95287', 'Novelty': '6.52091', 'ifeat_feat': 0.7997601918465228, 'NX_0_len_tra': 29.38, 'NX_0_R_tra': 71.62050096411258, 'NX_0_ctr': '2.43773', 'NX_0_CV': '0.02910', 'NX_0_CV_turn': '0.03914', 'NX_0_Diversity': '0.99364', 'NX_0_Novelty': '6.42645', 'NX_0_ifeat_feat': 0.8172226004084411, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 24.662225804030896, 'NX_10_ctr': '2.46622', 'NX_10_CV': '0.02632', 'NX_10_CV_turn': '0.10400', 'NX_10_Diversity': '0.99371', 'NX_10_Novelty': '6.35155', 'NX_10_ifeat_feat': 0.809}]
[I 240117 21:34:40 loggers:84] Epoch: [77], Info: [{'num_test': 100, 'len_tra': 15.6, 'R_tra': 56.61633260250092, 'ctr': '3.62925', 'CV': '0.02707', 'CV_turn': '0.06859', 'Diversity': '0.94357', 'Novelty': '6.38767', 'ifeat_feat': 0.8314102564102565, 'NX_0_len_tra': 28.4, 'NX_0_R_tra': 70.86961175315082, 'NX_0_ctr': '2.49541', 'NX_0_CV': '0.02935', 'NX_0_CV_turn': '0.04085', 'NX_0_Diversity': '0.99352', 'NX_0_Novelty': '6.44552', 'NX_0_ifeat_feat': 0.8190140845070423, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 25.317827330231665, 'NX_10_ctr': '2.53178', 'NX_10_CV': '0.02581', 'NX_10_CV_turn': '0.10200', 'NX_10_Diversity': '0.99358', 'NX_10_Novelty': '6.44043', 'NX_10_ifeat_feat': 0.836}]
[I 240117 21:43:01 loggers:84] Epoch: [78], Info: [{'num_test': 100, 'len_tra': 17.18, 'R_tra': 61.50336642026901, 'ctr': '3.57994', 'CV': '0.02657', 'CV_turn': '0.06112', 'Diversity': '0.95651', 'Novelty': '6.54526', 'ifeat_feat': 0.8084982537834692, 'NX_0_len_tra': 28.91, 'NX_0_R_tra': 71.21056812427938, 'NX_0_ctr': '2.46318', 'NX_0_CV': '0.02935', 'NX_0_CV_turn': '0.04012', 'NX_0_Diversity': '0.99352', 'NX_0_Novelty': '6.43085', 'NX_0_ifeat_feat': 0.810100311310965, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 23.716463961601256, 'NX_10_ctr': '2.37165', 'NX_10_CV': '0.02581', 'NX_10_CV_turn': '0.10200', 'NX_10_Diversity': '0.99354', 'NX_10_Novelty': '6.38026', 'NX_10_ifeat_feat': 0.811}]
[I 240117 21:50:51 loggers:84] Epoch: [79], Info: [{'num_test': 100, 'len_tra': 16.21, 'R_tra': 56.450388914346696, 'ctr': '3.48244', 'CV': '0.02682', 'CV_turn': '0.06539', 'Diversity': '0.95294', 'Novelty': '6.40866', 'ifeat_feat': 0.7988895743368292, 'NX_0_len_tra': 29.58, 'NX_0_R_tra': 76.02251716330647, 'NX_0_ctr': '2.57006', 'NX_0_CV': '0.02809', 'NX_0_CV_turn': '0.03753', 'NX_0_Diversity': '0.99358', 'NX_0_Novelty': '6.40899', 'NX_0_ifeat_feat': 0.8110209601081813, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 25.164678285047412, 'NX_10_ctr': '2.51647', 'NX_10_CV': '0.02632', 'NX_10_CV_turn': '0.10400', 'NX_10_Diversity': '0.99361', 'NX_10_Novelty': '6.29488', 'NX_10_ifeat_feat': 0.797}]
[I 240117 21:58:53 loggers:84] Epoch: [80], Info: [{'num_test': 100, 'len_tra': 16.13, 'R_tra': 58.24028984427452, 'ctr': '3.61068', 'CV': '0.02682', 'CV_turn': '0.06572', 'Diversity': '0.95439', 'Novelty': '6.42862', 'ifeat_feat': 0.8096714197148172, 'NX_0_len_tra': 28.89, 'NX_0_R_tra': 71.2580383349955, 'NX_0_ctr': '2.46653', 'NX_0_CV': '0.03163', 'NX_0_CV_turn': '0.04327', 'NX_0_Diversity': '0.99350', 'NX_0_Novelty': '6.41074', 'NX_0_ifeat_feat': 0.8241606092073381, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 24.286716807037593, 'NX_10_ctr': '2.42867', 'NX_10_CV': '0.02707', 'NX_10_CV_turn': '0.10700', 'NX_10_Diversity': '0.99359', 'NX_10_Novelty': '6.38770', 'NX_10_ifeat_feat': 0.813}]
[I 240117 22:06:58 loggers:84] Epoch: [81], Info: [{'num_test': 100, 'len_tra': 14.89, 'R_tra': 52.85532776355743, 'ctr': '3.54972', 'CV': '0.02758', 'CV_turn': '0.07320', 'Diversity': '0.93776', 'Novelty': '6.52381', 'ifeat_feat': 0.8260577568838147, 'NX_0_len_tra': 29.68, 'NX_0_R_tra': 73.85869498431683, 'NX_0_ctr': '2.48850', 'NX_0_CV': '0.02935', 'NX_0_CV_turn': '0.03908', 'NX_0_Diversity': '0.99361', 'NX_0_Novelty': '6.30639', 'NX_0_ifeat_feat': 0.816711590296496, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 25.67631140500307, 'NX_10_ctr': '2.56763', 'NX_10_CV': '0.02733', 'NX_10_CV_turn': '0.10800', 'NX_10_Diversity': '0.99361', 'NX_10_Novelty': '6.28604', 'NX_10_ifeat_feat': 0.805}]
[I 240117 22:14:52 loggers:84] Epoch: [82], Info: [{'num_test': 100, 'len_tra': 15.87, 'R_tra': 56.80638127446175, 'ctr': '3.57948', 'CV': '0.02707', 'CV_turn': '0.06742', 'Diversity': '0.94483', 'Novelty': '6.39674', 'ifeat_feat': 0.7882797731568998, 'NX_0_len_tra': 29.78, 'NX_0_R_tra': 73.92724016711117, 'NX_0_ctr': '2.48245', 'NX_0_CV': '0.02935', 'NX_0_CV_turn': '0.03895', 'NX_0_Diversity': '0.99356', 'NX_0_Novelty': '6.43041', 'NX_0_ifeat_feat': 0.8069173942243116, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 24.535952759981157, 'NX_10_ctr': '2.45360', 'NX_10_CV': '0.02606', 'NX_10_CV_turn': '0.10300', 'NX_10_Diversity': '0.99356', 'NX_10_Novelty': '6.44852', 'NX_10_ifeat_feat': 0.819}]
